age,employment_status,income,credit_history,savings_account,num_existing_loans,loan_amount,loan_duration_months,debt_ratio,payment_history_score,housing,purpose,creditworthy
55,employed,73051.36,no credits,$5000-$10000,0,1569.03,60,0.01,84.9,own,car,1
45,unemployed,14114.3,all paid duly,$1000-$5000,0,5170.86,36,0.147,56.0,rent,furniture,1
68,student,9007.19,existing paid duly,$1000-$5000,2,13880.58,12,1.5,54.2,own,education,0
57,employed,52282.57,existing paid duly,$5000-$10000,0,14195.09,18,0.213,77.5,own,education,1
50,retired,30648.59,delay in past,< $1000,1,16928.68,6,0.945,31.5,rent,car,0
44,employed,25202.51,existing paid duly,$5000-$10000,0,8500.68,36,0.076,60.2,own,appliances,1
21,retired,29410.85,existing paid duly,$1000-$5000,1,7624.5,36,0.063,71.5,own,car,1
22,unemployed,6687.67,delay in past,none,1,6433.09,6,1.5,,rent,car,0
50,employed,50016.03,no credits,< $1000,2,12735.63,18,0.101,51.1,own,car,1
19,self-employed,47860.09,existing paid duly,< $1000,3,8393.15,48,0.046,72.5,own,business,1
21,employed,52894.03,delay in past,none,2,7587.62,48,0.024,57.2,own,car,0
30,unemployed,9372.03,all paid duly,$5000-$10000,0,829.37,24,0.035,59.1,own,car,1
64,unemployed,4000.0,all paid duly,none,0,18992.16,24,1.189,85.9,free,education,0
42,self-employed,55255.83,all paid duly,$1000-$5000,1,1765.67,60,0.01,69.1,rent,furniture,1
55,student,9798.03,all paid duly,> $10000,0,5781.99,36,0.118,84.2,own,car,1
39,employed,52023.37,existing paid duly,< $1000,1,19391.07,60,0.089,83.0,own,business,1
27,employed,43384.27,all paid duly,< $1000,0,14839.29,6,0.395,78.8,own,business,1
37,employed,70864.05,existing paid duly,$1000-$5000,1,12362.41,12,0.122,86.4,rent,car,1
23,employed,49904.13,all paid duly,$5000-$10000,1,14055.16,6,0.288,96.2,rent,car,1
58,employed,51893.35,no credits,< $1000,2,2631.94,48,0.016,86.3,rent,furniture,1
28,employed,61450.75,all paid duly,< $1000,0,16268.62,36,0.089,89.3,own,other,1
38,employed,50710.84,all paid duly,$1000-$5000,1,5645.94,12,0.113,100.0,free,appliances,1
68,employed,30856.22,critical account,> $10000,0,19146.17,60,0.114,41.9,rent,furniture,0
49,student,4000.0,all paid duly,< $1000,3,5763.58,60,0.343,52.0,own,other,0
42,employed,37485.35,all paid duly,< $1000,0,12694.61,12,0.208,67.7,own,furniture,1
46,retired,30391.94,all paid duly,> $10000,1,11690.52,24,0.218,78.2,own,furniture,1
58,employed,39438.73,existing paid duly,none,0,3290.51,36,0.032,68.4,rent,other,1
31,employed,57618.56,existing paid duly,none,0,7577.08,6,0.139,76.4,own,business,1
51,employed,47342.47,delay in past,$1000-$5000,0,15735.21,36,0.067,35.5,own,education,1
63,employed,65287.04,existing paid duly,none,1,4877.74,12,0.07,100.0,rent,education,1
48,employed,40350.34,existing paid duly,none,1,20239.5,48,0.072,68.2,rent,other,1
41,employed,52364.93,existing paid duly,$1000-$5000,1,6575.03,48,0.023,69.9,own,car,1
26,employed,52967.69,delay in past,$1000-$5000,3,14629.23,48,0.057,37.9,own,furniture,0
31,employed,68650.23,existing paid duly,< $1000,2,13824.7,36,0.042,51.9,own,furniture,1
67,self-employed,20939.2,all paid duly,,1,10164.18,12,0.516,79.7,own,other,1
46,employed,37780.07,delay in past,$1000-$5000,1,13943.51,18,0.22,50.5,rent,car,1
34,student,10375.85,delay in past,$1000-$5000,2,16499.73,36,0.536,48.4,rent,car,0
40,employed,69347.87,existing paid duly,$5000-$10000,2,13827.61,18,0.117,99.8,free,furniture,1
48,retired,26016.6,critical account,$1000-$5000,1,11990.89,36,0.127,32.7,rent,car,0
46,unemployed,8077.98,delay in past,$1000-$5000,1,12945.7,18,0.954,48.5,rent,business,0
54,retired,30359.79,all paid duly,$5000-$10000,2,9171.95,12,0.368,96.7,own,furniture,1
32,student,10432.37,delay in past,$5000-$10000,1,1976.13,24,0.077,46.9,own,appliances,0
52,employed,39335.33,existing paid duly,none,2,3975.53,36,0.034,79.7,free,business,1
41,employed,50202.34,existing paid duly,> $10000,1,12947.27,24,0.15,47.0,rent,education,1
66,employed,63593.3,existing paid duly,$5000-$10000,2,20437.88,24,0.16,47.1,free,appliances,1
27,student,13293.29,delay in past,< $1000,2,1102.13,18,0.038,52.2,rent,car,0
26,self-employed,65515.41,existing paid duly,none,2,12219.55,36,0.037,65.8,own,education,1
42,employed,45695.19,existing paid duly,$1000-$5000,0,5415.2,24,0.058,55.4,own,education,1
44,retired,23545.77,no credits,< $1000,0,11453.93,24,0.263,72.2,own,car,1
54,employed,53779.0,existing paid duly,$1000-$5000,1,15874.23,18,0.219,73.8,rent,car,1
39,self-employed,49894.75,critical account,< $1000,0,14841.34,24,0.157,22.2,free,education,0
65,unemployed,9597.37,delay in past,none,0,14635.27,6,1.5,40.7,rent,education,0
43,employed,28338.45,no credits,< $1000,0,15689.01,36,0.206,73.9,own,business,1
25,self-employed,75606.44,critical account,$5000-$10000,1,2011.7,12,0.026,16.6,own,car,1
25,student,4807.48,delay in past,none,0,10436.77,48,0.699,39.1,own,car,0
68,employed,38194.24,existing paid duly,$1000-$5000,2,6165.15,48,0.045,79.6,own,other,1
25,employed,46537.09,no credits,< $1000,1,19388.01,24,0.176,69.6,free,car,1
67,employed,76358.04,existing paid duly,< $1000,1,16554.45,48,0.056,61.4,rent,other,1
33,self-employed,44307.17,no credits,< $1000,1,2726.98,36,0.02,53.7,own,business,1
23,employed,34510.25,all paid duly,< $1000,1,5505.46,12,0.123,63.8,rent,business,1
34,retired,19373.14,existing paid duly,$1000-$5000,1,9845.63,36,0.157,67.6,own,furniture,1
50,retired,37934.74,critical account,$1000-$5000,0,19276.72,60,0.067,71.5,free,appliances,0
40,employed,4000.0,existing paid duly,none,1,2770.56,6,0.788,80.2,rent,other,1
59,employed,29206.88,delay in past,< $1000,0,11575.46,12,0.43,26.0,own,business,0
50,self-employed,101709.45,critical account,$1000-$5000,0,7155.11,24,0.028,47.7,rent,business,0
39,unemployed,10861.28,no credits,$1000-$5000,1,13758.82,18,0.932,56.3,own,education,0
51,employed,27580.74,all paid duly,< $1000,1,13807.27,24,0.223,81.9,rent,car,1
68,employed,44339.79,delay in past,$1000-$5000,1,5451.11,24,0.071,39.4,own,other,0
40,employed,46062.41,delay in past,none,1,16614.45,36,0.131,86.4,own,car,1
26,retired,31107.45,existing paid duly,none,2,2507.58,6,0.179,49.6,rent,education,1
39,employed,73972.16,existing paid duly,$1000-$5000,2,18099.08,18,0.138,75.6,own,furniture,1
61,student,9087.94,existing paid duly,$1000-$5000,1,4865.02,48,0.17,57.7,own,appliances,1
30,employed,36498.33,delay in past,$5000-$10000,1,12596.64,18,0.19,63.3,rent,business,1
67,retired,30611.51,delay in past,none,0,7272.54,24,0.135,55.3,own,business,0
49,employed,34002.52,no credits,< $1000,1,13010.24,6,0.682,92.6,rent,car,1
49,employed,28724.93,all paid duly,$1000-$5000,4,6857.58,12,0.164,94.9,rent,car,1
35,retired,9216.77,all paid duly,< $1000,3,13334.01,24,0.725,69.5,own,car,1
65,retired,10852.92,critical account,< $1000,0,659.87,18,0.035,87.5,free,other,0
20,employed,30880.99,critical account,$1000-$5000,0,7801.86,36,0.06,45.0,own,car,1
34,employed,26449.81,delay in past,none,0,16614.59,24,0.253,40.1,own,other,0
40,employed,49933.48,all paid duly,< $1000,1,10005.06,48,0.031,85.7,own,car,1
43,employed,26109.42,existing paid duly,none,2,11259.15,48,0.139,81.4,rent,appliances,1
43,employed,4000.0,all paid duly,$5000-$10000,4,15144.9,12,1.5,92.7,own,education,1
26,retired,15231.14,existing paid duly,< $1000,1,9415.44,6,0.789,78.9,own,appliances,1
30,employed,37568.21,all paid duly,none,0,17408.0,48,0.129,99.4,own,business,1
23,unemployed,7092.83,delay in past,none,0,8364.83,18,0.77,65.6,rent,appliances,0
48,employed,68932.51,all paid duly,none,2,20767.75,18,0.216,66.7,own,business,1
36,employed,35336.7,existing paid duly,none,1,18480.31,12,0.506,100.0,own,car,1
47,self-employed,68032.81,critical account,$1000-$5000,0,8711.21,36,0.023,70.4,own,other,1
49,employed,44701.02,existing paid duly,none,0,7633.12,12,0.113,84.4,own,business,1
54,self-employed,51230.05,no credits,< $1000,0,13694.25,12,0.298,70.7,rent,car,1
46,employed,31842.76,critical account,none,1,15989.91,24,0.277,36.0,own,furniture,0
52,retired,23506.23,existing paid duly,< $1000,0,4124.3,36,0.064,64.2,own,education,1
48,unemployed,6589.95,existing paid duly,none,0,5200.38,12,0.403,66.5,own,other,0
52,student,8476.07,existing paid duly,$1000-$5000,3,3854.71,36,0.173,30.6,rent,appliances,1
50,employed,41279.07,delay in past,$1000-$5000,1,16100.17,24,0.166,77.5,rent,furniture,1
35,employed,30122.11,existing paid duly,$1000-$5000,0,14430.84,18,0.337,91.2,own,business,1
31,employed,60622.34,existing paid duly,< $1000,1,4395.88,18,0.035,39.8,rent,car,1
59,employed,51722.74,existing paid duly,$5000-$10000,1,11517.51,12,0.248,86.0,rent,furniture,1
36,employed,37943.01,no credits,$1000-$5000,0,15402.67,18,0.348,69.9,own,appliances,1
47,employed,47291.52,delay in past,none,1,19915.41,48,0.074,46.4,own,car,1
29,employed,43679.8,all paid duly,< $1000,0,3981.19,12,0.103,90.9,own,furniture,1
41,employed,31335.44,existing paid duly,$1000-$5000,2,7077.87,60,0.044,38.6,rent,car,1
46,employed,46110.32,existing paid duly,< $1000,0,7292.63,12,0.114,69.8,own,car,1
50,employed,35219.06,all paid duly,< $1000,0,12687.06,18,0.177,83.4,own,car,1
45,employed,30117.29,existing paid duly,$1000-$5000,0,3160.17,24,0.057,71.4,own,car,1
37,self-employed,22465.63,existing paid duly,none,0,4271.87,48,0.035,45.4,own,education,1
68,employed,39351.93,all paid duly,> $10000,0,15718.52,12,0.215,90.0,rent,other,1
45,employed,53929.79,all paid duly,none,4,13284.06,12,0.295,100.0,own,car,1
60,employed,34059.12,delay in past,none,4,4353.04,24,0.062,57.3,own,appliances,0
56,unemployed,16940.23,critical account,none,1,8478.16,12,0.554,30.9,rent,business,0
47,employed,58949.55,existing paid duly,< $1000,0,3122.64,24,0.026,100.0,rent,car,1
64,self-employed,75738.81,all paid duly,$5000-$10000,1,7951.08,48,0.024,65.4,free,furniture,1
25,retired,30680.04,no credits,,0,8303.89,6,0.604,83.9,rent,car,1
65,employed,74182.62,no credits,$5000-$10000,0,2686.15,48,0.01,74.4,own,appliances,1
62,retired,17389.18,existing paid duly,< $1000,0,1666.75,6,0.144,100.0,own,business,1
44,unemployed,4000.0,critical account,< $1000,2,19460.36,48,1.215,42.0,free,furniture,0
56,employed,37973.52,delay in past,< $1000,1,18699.59,60,0.124,60.8,rent,car,1
45,employed,53791.94,all paid duly,none,2,605.32,36,0.01,91.1,own,car,1
32,self-employed,54757.61,critical account,,1,13653.65,60,0.064,16.0,own,business,0
59,retired,26313.97,existing paid duly,< $1000,3,2675.75,48,0.028,54.4,rent,car,1
31,employed,,all paid duly,< $1000,3,18742.43,6,0.506,77.0,own,education,1
35,employed,51017.41,existing paid duly,< $1000,1,18534.04,6,0.613,87.2,rent,business,1
45,self-employed,66540.22,all paid duly,$1000-$5000,0,12524.0,6,0.227,86.2,rent,business,1
61,employed,30201.89,critical account,< $1000,1,13079.36,24,0.215,31.3,own,car,0
38,unemployed,5549.51,existing paid duly,$1000-$5000,0,7743.89,24,0.377,94.7,free,furniture,1
44,employed,70422.29,existing paid duly,$1000-$5000,3,6169.34,24,0.037,34.3,free,education,1
21,unemployed,9317.84,existing paid duly,$5000-$10000,2,11259.36,36,0.278,46.7,own,appliances,1
24,student,6254.96,critical account,none,0,3107.49,18,0.418,0.0,own,education,0
21,self-employed,40690.62,existing paid duly,none,1,14288.8,6,0.555,91.7,rent,furniture,0
22,self-employed,40185.96,existing paid duly,< $1000,1,10150.03,12,0.225,68.3,own,car,1
63,unemployed,6766.78,all paid duly,$5000-$10000,0,3963.23,60,0.094,99.4,free,business,1
61,student,4407.19,critical account,> $10000,0,11972.13,18,1.101,33.0,own,business,0
60,student,4000.0,existing paid duly,$1000-$5000,1,16809.34,18,1.5,88.4,rent,business,1
21,employed,41928.68,all paid duly,none,1,12580.67,12,0.337,79.7,rent,business,1
22,self-employed,41208.75,delay in past,none,1,11369.82,60,0.055,,own,appliances,0
33,employed,62437.76,no credits,$1000-$5000,1,17882.02,12,0.243,74.7,rent,appliances,1
47,student,8820.61,all paid duly,none,0,709.73,24,0.046,88.1,own,furniture,1
36,self-employed,56828.78,existing paid duly,$1000-$5000,1,13152.91,6,0.233,100.0,own,car,1
43,employed,33295.85,all paid duly,$5000-$10000,1,8913.45,6,0.622,52.8,own,other,0
27,employed,43093.8,existing paid duly,< $1000,0,4274.54,36,0.018,,own,business,1
56,employed,50685.77,all paid duly,< $1000,0,19601.77,24,0.231,85.6,own,other,1
35,unemployed,11256.02,all paid duly,none,2,9211.81,36,0.343,82.9,own,education,0
22,employed,,no credits,< $1000,1,7389.51,12,0.196,62.8,own,other,1
56,employed,61996.2,all paid duly,$1000-$5000,3,4365.01,60,0.01,72.4,own,car,1
65,retired,24067.11,critical account,< $1000,2,21952.08,24,0.42,,own,education,0
19,unemployed,11497.47,existing paid duly,none,0,17193.0,60,0.347,68.7,rent,education,0
41,employed,37284.83,existing paid duly,none,3,2144.13,12,0.054,100.0,own,car,1
61,employed,16451.73,existing paid duly,none,2,12685.42,18,0.405,79.5,rent,car,1
55,retired,26254.22,delay in past,$1000-$5000,0,3374.32,18,0.075,44.8,own,car,1
62,unemployed,11284.77,all paid duly,$1000-$5000,0,14457.74,36,0.241,91.9,own,car,1
40,self-employed,62471.32,all paid duly,< $1000,0,9939.63,36,0.048,84.0,own,other,1
37,employed,51649.44,existing paid duly,< $1000,0,2652.58,24,0.013,94.2,own,other,1
55,employed,39509.76,existing paid duly,none,1,11930.37,6,0.613,49.0,own,other,1
26,employed,32293.75,delay in past,< $1000,1,19171.08,12,0.482,,rent,other,0
31,unemployed,10737.94,critical account,none,1,7510.96,6,0.913,41.5,own,appliances,0
49,employed,51716.55,delay in past,$5000-$10000,1,1565.24,48,0.01,65.0,own,other,1
53,employed,36165.84,all paid duly,none,1,19878.12,12,0.68,87.1,rent,car,1
25,unemployed,12494.69,no credits,< $1000,1,3428.34,12,0.259,82.1,own,car,0
44,retired,16583.93,all paid duly,none,1,10251.69,18,0.419,91.5,rent,appliances,1
37,unemployed,7161.9,delay in past,$1000-$5000,0,11121.2,6,1.5,23.4,rent,education,0
44,employed,70773.7,critical account,none,1,5379.37,60,0.015,40.1,own,business,0
67,employed,58680.17,critical account,$5000-$10000,2,4355.62,18,0.041,58.7,own,education,1
22,employed,39361.35,all paid duly,none,0,2706.21,60,0.014,85.1,own,furniture,1
69,employed,49526.25,delay in past,$5000-$10000,1,1957.33,36,0.01,26.4,rent,furniture,1
41,employed,47437.98,existing paid duly,$1000-$5000,0,10408.47,24,0.104,64.0,free,business,1
58,employed,4000.0,delay in past,< $1000,1,17765.38,24,1.471,60.0,own,education,0
40,self-employed,35502.17,existing paid duly,none,0,2971.8,36,0.034,100.0,free,furniture,1
34,retired,23572.89,all paid duly,< $1000,1,14870.17,36,0.191,46.8,own,business,1
58,retired,21004.46,no credits,,0,8546.11,6,0.559,76.5,own,furniture,1
54,employed,48891.87,critical account,$5000-$10000,2,1305.56,48,0.01,18.2,own,education,1
26,employed,62789.35,existing paid duly,none,0,10951.46,18,0.067,79.1,free,business,1
54,employed,39935.81,existing paid duly,< $1000,1,5684.87,18,0.08,80.6,own,furniture,1
57,employed,28341.94,existing paid duly,< $1000,1,12917.58,18,0.362,65.8,rent,other,1
38,employed,50116.41,existing paid duly,none,2,8042.98,36,0.06,,own,education,1
66,employed,39855.68,critical account,$1000-$5000,0,13495.82,18,0.24,55.5,rent,other,0
51,unemployed,8508.4,no credits,< $1000,0,18410.82,18,1.263,67.0,rent,appliances,0
36,employed,40404.56,all paid duly,< $1000,0,5268.62,6,0.224,57.9,rent,other,1
19,retired,42831.44,delay in past,$5000-$10000,2,20709.58,18,0.164,75.7,rent,appliances,1
53,employed,,existing paid duly,$1000-$5000,0,4484.02,12,0.452,84.9,own,education,1
29,employed,38883.74,all paid duly,$1000-$5000,2,2066.41,48,0.013,92.1,free,education,1
57,employed,44941.9,no credits,none,2,4683.44,18,0.035,57.6,rent,education,1
45,employed,32697.01,all paid duly,$5000-$10000,1,17210.42,60,0.064,99.7,own,car,1
42,employed,59172.26,all paid duly,$1000-$5000,0,13712.35,36,0.039,100.0,rent,car,1
27,retired,30831.36,no credits,< $1000,1,20402.83,36,0.155,67.8,rent,car,0
55,employed,44247.86,all paid duly,none,2,15775.8,60,0.036,83.7,rent,business,1
27,employed,40736.89,delay in past,$5000-$10000,1,8973.63,12,0.184,30.8,rent,car,1
40,self-employed,49962.39,delay in past,< $1000,0,17902.4,24,0.158,37.0,own,education,1
61,employed,43349.61,critical account,$5000-$10000,1,20142.68,6,0.789,15.7,own,car,0
65,self-employed,50573.61,existing paid duly,$1000-$5000,1,16734.13,12,0.218,72.4,own,car,1
69,employed,42039.01,all paid duly,$1000-$5000,1,11922.2,18,0.174,75.9,rent,education,1
67,student,8706.86,critical account,$1000-$5000,1,17432.55,36,0.767,41.7,rent,appliances,0
47,employed,56863.09,delay in past,$5000-$10000,1,4190.94,48,0.014,33.9,rent,furniture,1
29,employed,25623.4,existing paid duly,< $1000,1,18959.67,12,0.555,67.0,own,other,1
61,self-employed,,all paid duly,none,0,19991.4,36,0.189,64.8,free,car,1
59,student,4000.0,all paid duly,$1000-$5000,1,14143.74,12,1.5,85.4,own,education,1
69,employed,58645.76,existing paid duly,< $1000,2,4751.82,6,0.125,40.6,own,car,1
52,self-employed,56555.88,existing paid duly,$1000-$5000,0,3316.51,6,0.101,72.7,free,furniture,1
26,employed,52957.96,no credits,$1000-$5000,0,19208.58,24,0.147,65.0,rent,car,1
44,employed,22485.4,critical account,< $1000,0,17491.38,24,0.449,38.3,free,car,0
41,employed,73112.93,existing paid duly,$1000-$5000,1,15854.2,12,0.256,40.3,rent,business,1
61,unemployed,7082.12,existing paid duly,< $1000,2,20908.61,6,1.5,81.8,own,business,0
39,employed,47649.24,all paid duly,$5000-$10000,0,10316.37,24,0.093,76.6,own,car,1
35,unemployed,11691.31,delay in past,none,0,17811.05,48,0.481,53.9,rent,other,0
23,employed,29455.07,delay in past,$1000-$5000,2,4042.5,6,0.248,16.3,own,business,0
61,student,6470.29,no credits,$5000-$10000,2,4471.27,36,0.298,47.6,rent,furniture,1
57,student,8501.68,existing paid duly,< $1000,1,11015.22,24,0.718,63.0,own,furniture,0
21,employed,90005.2,existing paid duly,< $1000,1,7333.14,24,0.029,94.8,own,furniture,1
41,employed,49742.71,delay in past,< $1000,0,8934.13,6,0.245,59.5,rent,appliances,0
43,employed,70300.19,all paid duly,$1000-$5000,0,16064.84,60,0.029,84.3,free,education,1
42,student,11375.88,delay in past,< $1000,2,1695.59,24,0.085,33.4,own,car,0
65,employed,50796.16,existing paid duly,none,0,14556.45,18,0.142,50.1,own,car,1
26,employed,29420.17,no credits,$5000-$10000,0,2220.47,48,0.02,75.0,own,furniture,1
34,employed,61691.12,all paid duly,none,0,17026.27,48,0.064,94.6,own,furniture,1
28,unemployed,4280.95,all paid duly,< $1000,1,4658.9,36,0.42,85.8,rent,education,1
31,employed,70213.78,all paid duly,$1000-$5000,2,16314.44,48,0.064,100.0,own,other,1
65,employed,48150.08,existing paid duly,none,3,13847.9,12,0.158,57.7,own,car,0
66,retired,4000.0,delay in past,none,0,8019.63,36,0.514,53.2,rent,furniture,0
21,employed,39637.03,all paid duly,> $10000,0,5716.96,18,0.088,51.5,rent,car,1
51,student,9831.05,critical account,$1000-$5000,1,1701.48,48,0.049,38.8,own,furniture,0
30,employed,41266.87,all paid duly,none,2,8130.01,18,0.141,100.0,free,business,1
28,employed,56261.34,existing paid duly,$1000-$5000,0,4410.31,6,0.147,51.3,own,other,1
33,retired,16859.8,critical account,< $1000,2,3465.32,18,0.157,50.2,own,business,0
28,self-employed,28231.12,delay in past,none,0,14900.71,36,0.149,75.9,rent,car,1
44,self-employed,50699.69,existing paid duly,$1000-$5000,3,5340.65,24,0.029,57.6,own,other,1
69,employed,45497.16,delay in past,< $1000,3,5579.32,36,0.049,58.4,free,appliances,1
48,employed,39512.95,all paid duly,none,1,7496.36,6,0.349,100.0,rent,car,1
55,employed,64329.84,no credits,$5000-$10000,2,10473.91,12,0.187,74.1,free,other,1
